KR	JP
책상 위에는 가계부가 놓여져, 리온에게서 받은 돈을 어떻게 사용하면 좋을지생각하고 있었지만――전부 허사가 돼버렸다.	　机の上には家計簿が置かれ、リオンからもらったお金をどうやりくりすればいいのか考えていたのだが──全て無駄になっていた。
「아아아안 돼애애애애애애애애애애애애애애애애!!」	「いぃぃぃやぁぁぁああぁぁあぁぁぁぁあぁぁぁ!!」
돈은 한 푼도 남아있지 않았었다.	　お金は一銭も残っていなかったのだ。
마리에는 쇼크로 바닥에 양 무릎을 찧었다.	　マリエはショックで両膝を床に突く。
쾅! 하고 좋은 소리가 울렸다.	　ガンッ！　といういい音が響いた。
그것을 알고 다가온 것은, 투명한 케이스에 든 성수의 묘목을 가진 노엘이었다.	　それに気が付いてやって来るのは、透明なケースに入った聖樹の苗木を持つノエルだった。
마침 방 앞을 지나가던 것이다.	　丁度部屋の前を通りかかったのだ。
「마리에 짱, 왜 그래!?」	「マリエちゃん、どうしたの!?」
달려오는 노엘을 보고, 마리에는 다른 의미로 당황해버린다.	　駆け寄ってくるノエルを見て、マリエは別の意味で慌ててしまう。
(냐아아아!! 왜 노엘이 아직 저택에 있어!? 오늘은 집에 돌아간다고 들었는데!?)	（にゃぁぁぁ!!　何でノエルがまだ屋敷にいるの!?　今日は家に帰るって聞いていたのに!?）
왕국에서 안제와 리비아가 찾아오는 것이다.	　王国からアンジェとリビアがやって来るのだ。
마리에로서는 노엘이 이 저택에 있지 않았으면 했다.	　マリエとしては、ノエルにこの屋敷にいて欲しくなかった。
왜냐하면――리온은 노엘의 마음을 알아채지 못했으니까.	　だって──リオンはノエルの気持ちに気が付いていないから。
성수의 묘목이 든 케이스를 옆구리에 끼우고, 노엘은 마리에를 안아 일으킨다.	　聖樹の苗木の入ったケースを脇に抱え、ノエルがマリエを抱き起こしてくる。
「무슨 일이야? 이상한 소리까지 지르고」	「どうしたのよ？　変な叫び声まで出して」
「으, 응. 아무것도 아니야. 조금――이라기 보다, 상당히 안 좋은 문제가 생겼을 뿐이니까」	「う、うん。何でもないの。ちょっと──というか、かなりの大問題が起きただけだから」
「그거 큰일이잖아!」	「それって一大事じゃない！」
「그, 그쪽은 내가 해결할 테니까 괜찮아! 그보다, 노엘은 어째서 저택에 있어?오늘은 돌아간다고 말하지 않았어?」	「そ、そっちは私が解決するからいいのよ！　それよりも、ノエルはどうして屋敷にいるの？　今日は帰るって話じゃなかった？」
마리에는 슬슬 리온이 돌아와도 이상하지 않은 시간이라 생각해, 당장 노엘을저택에서 내보내고 싶었다.	　マリエはそろそろリオンが戻ってきてもおかしくない時間だと考え、すぐにノエルを屋敷から出したかった。
원래는, 노엘에게 사실을 이야기해 리온을――포기하게 하고 싶었다.	　本来なら、ノエルに事実を話してリオンを──諦めさせたかった。
하지만, 노엘이 너무 좋은 아이여서――그리고, 리온을 바라보는 눈을 보면 말할 수 없었다.	　だが、ノエルがいい子過ぎて──そして、リオンを見つめる目を見ると言い出せなかった。
그 여성향 게임 2편의 주인공이며 질이 나쁜 남자에게 쫓기는 것도 있어 가까이에 두고 싶다는 이유도 있다.	　あの乙女ゲーの二作目の主人公であり、質の悪い男に追い回されているのもあって近くに置きたいという理由もある。
하지만, 지금은 좋지 않다.	　しかし、今はまずい。
(어째서 내가 둔감 오빠를 위해 고생하지 않으면 안 되는 거야! 그 바보 오빠, 자기는 '둔감계 주인공은 싫어'라고 하면서 눈치가 나쁜 것도 정도가 있잖아!)	（どうして私が、鈍感兄貴のために苦労しないといけないのよ！　あの馬鹿兄貴、自分は「鈍感系主人公って嫌い」とか言いながら、察しが悪いにもほどがあるでしょ！）
 리온은 노엘의 마음을 조금도 이해하고 있지 않았다.	　リオンはノエルの気持ちを少しも理解していなかった。
친오빠――아니, 전생의 오빠지만 마리에는 한심스러워졌다.	　実の兄──いや、前世の兄ながら、マリエは情けなくなってくる。
노엘은 부끄러워하고 있었다.	　ノエルは照れていた。
「그, 그게, 이 아이를 햇볕이 잘 드는 곳에 옮기는 걸 잊고 있어서」	「え、えっと、この子を日の当たる場所に移すのを忘れていたから」
성수의 묘목을 양손으로 든 노엘은 상냥한 얼굴을 하고 있었다.	　聖樹の苗木を両手で持つノエルは、優しい顔をしていた。
사랑스럽다는 듯이 묘목을 보고 있다.	　愛おしそうに苗木を見ている。
마리에한테 그 모습은 마치 주인공과 키 아이템이 서로 끌리는 것처럼 보였다.	　その姿は、まるで主人公とキーアイテムが惹かれ合っているようにマリエには見えた。
「그, 그래. 그럼, 서두르는 편이――앗!?」	「そ、そう。なら、急いだ方が──あっ!?」
마리에가 어떻게든 노엘을 저택에서 데리고 나가려고 생각하는데, 성수의 묘목이 희미하게 빛나기 시작한다.	　マリエが何とかしてノエルを屋敷から連れ出そうと考えていると、聖樹の苗木が淡く輝き出す。
그대로 노엘의 오른 손등도 빛나더니 거기에는 문장이 떠올라있다.	　そのままノエルの右手の甲も輝き出すと、そこに紋章が浮かんでいた。
마리에의 잊혀가던 그 여성향 게임의 지식에도 남아있는――'무녀의 문장'이거기에 떠올라있었다.	　マリエの消えかかったあの乙女ゲーの知識にも残っている──〝巫女の紋章〟が、そこに浮かび上がっていた。
그걸 놀란 듯이 보고 있던 노엘이지만, 점점 표정이 누그러지더니, 뺨을 발그레 붉게 물들였다.	　それを驚いたように見ていたノエルだが、段々と表情がやわらぎ、頬をほんのりと赤く染めるのだった。
마리에는 초조함을 넘어 혼란스러워한다.	　マリエは焦りを通り越して混乱してしまう。
(잠깐만. 잠깐 기다려! 아직 이벤트도 뭣도 일어나지 않았는데, 이런 상황에서무녀의 문장이 나타난다니 어떻게 된 거야!? 그보다 이거――노엘의 상대는 혹시)	（待って。ちょっと待ってよ！　まだ、イベントも何も起きていないのに、こんな状況で巫女の紋章が出るってどういうことよ!?　というか、これって──ノエルの相手はもしかして）
노엘은 오른 손등을 보며, 기쁜 듯이 중얼거렸다.	　ノエルは右手の甲を見ながら、嬉しそうに呟くのだ。
「이걸로 리온에게도 문장이 나타났다면――마음이 통했다는 거지?」	「これでリオンにも紋章が現れたら──心が通じたってことだよね？」
마리에는 그걸 듣고 떠올린다.	　マリエはそれを聞いて思い出す。
(크, 큰일이다아아아!! 노엘에게 오빠가 수호자의 문장을 갖고 있다고 알려주지않았어!?)	（し、しまったぁぁぁ!!　ノエルに兄貴が守護者の紋章を持っている、って教えてない!?）
지금까지 방치하고 있던 문제가 계속해서 안 좋은 쪽으로 흘러간다.	　今まで放置していた問題が、次々にまずい方へと転がっていく。
마리에는 울고 싶어졌다.	　マリエは泣きたくなった。
그리고――.	　そして──。
「다녀왔어~. 어라? 모두 어딨어?」	「ただいま～。あれ？　みんなはどこ？」
――느긋한 목소리가 현관에서 들려왔다.	　──のんきな声が玄関から聞こえてきた。
리온이다.	　リオンである。
노엘은 놀란 얼굴을 하더니, 마리에를 데리고 방을 나왔다.	　ノエルはハッとした顔をすると、マリエを連れて部屋を出るのだった。
「마리에 짱, 지금은 쉬는 편이 좋아」	「マリエちゃん、今は休んだ方がいいわよ」
