KR	JP
관리인의 표정이 ‘이 미친놈께선 누구시지?’ 로 바뀌는 데엔 불과 2초도 안 걸렸다.	管理人の表情が'このミチンやつは誰よね? 'に変わるにはわずか2秒もかからなかった。 
“저기. 지난번 뉴스를 보셨는지 모르겠는데···. 흑룡 길드에서 정예 멤버로만 30명. 최상위 랭커 4명까지 더해서 공략조를 꾸렸다가 실패했습니다. 솔로 사냥은 자살 행위입니다.”	"あそこ。 この前ニュースをご覧になったか分からないけど・・・。 黒龍ギルドで精鋭メンバーだけで30人。 最上位ランカー4人まで加えて攻略組を構成、失敗しました。 ソロ狩りは自殺行為です。" 
“뭐 어때요?”	"何ですか。 " 
난 당당했다.	私は堂々としていた。 
“공략을 원하는 헌터는 무조건 보내주는 게 관리국 규정이잖아요.”	"攻略を希望するハンターは無条件を送るのが管理局規定はないですか。" 
“그거야 그렇습니다만···.”	"それだよ そうですが・・・。" 
관리인이 난감하다는 얼굴이 되었다.	管理人が困惑しという顔になった。 
“실례지만, 여기 출입하는 헌터는 다 제가 기록합니다. 나중에 관리국 상사가 기록을 들춰볼 텐데··· 그럼 전 죽을 게 뻔한 헌터를 그냥 입장시킨 나쁜 놈이 되어버리지 않습니까? 이쪽 사정도 좀 봐주세요.”	"失礼ですが、ここの出入りするハンターは全部私が記録します。 後に管理局商事が記録を調べてみるはずなのに・・・じゃ僕死ぬのがところだったハンターをそのまま入場させた悪いやつになってしまうんじゃないですか? こちらの事情もちょっと見てください。" 
“음.”	"うん。" 
어떻게 할까. 나는 침착하게 턱을 쓰다듬었다.	どうするか。 私は落ち着いてあごをなでた。 
-뭐야? 관리국? 우리 세계에서 탑을 공략할 땐 이런 놈들 안 키웠어!	-何? 管理局? たちの世界で塔を攻略する際にはこんな奴らを育てなけれた! 
물론 나 혼자만 침착했다는 의미다.	もちろん、私一人だけ落ち着いたという意味だ。 
-이놈들이 빠져서는! 관리국이니 길드니 만들어서 정치질하는 꼬라지, 난 예전부터 마음에 안 들었어. 그딴 거에 심력을 낭비하니 아직도 10층에서 빌빌거리는 거다! 야, 김좀비! 그냥 이 자식 패버리고 보스방에 들어가버려.	-こいつらが抜けては! 管理局だから慣れたら作ってチョンチジルするあほな様子、私は以前から気に入らなかった。 グタンゴルに心力を浪費したらまだ10階でビルビルゴリいるのだ! おい、キムジョムビ! ただこの子ペボリてボスの部屋に入ってしまって。 
‘아니. 아무 잘못도 없는 사람을 왜 때려요?’	'いや。 何の罪科もない人をどうして殴るんですか。 ' 
-감히 내 앞길을 막고 있잖아.	-よくもおれの前途を塞いでいるじゃない。 
역시 싸이코패스 아니랄까봐 사람 인권이 모기 수준이었다.	やはりサイコペスないか見て人の人権が蚊の水準だった。 
“관리인님.”	"管理人さん。" 
나는 마음속으로 혀를 쯧쯧 차면서 주머니를 꺼냈다.	私は心の中で舌を…蹴りながらポケットを取り出した。 
“평소부터 고생하시는 거 보입니다. 관리인 님이 맞아요. 혼자서 도전하는 거, 그냥 자살 행위에 불과하죠. 그런데··· 제가 진짜로 자살을 하고 싶어요.”	"普段から、苦労するの見えます。 管理人さんがそうです。 一人で挑戦すること、そのまま自殺行為に過ぎないです。 ところで・・・私が本当に自殺をしたいです。" 
“네?”	"え? " 
“요즘 너무 힘들어서요···.”	"最近とても疲れてです・・・。" 
내가 씁쓸한 미소를 지었다.	私がいやな笑みを浮かべた。 
“1년 전에 애인이 죽었어요. 얼마 전엔, 연금성에서 저한테 불치병을 선고하더라고요. 아무리 길게 살아봤자 반년이라는데 저, 그 반년을 애인도 없이 견딜 자신이 없습니다.”	"1年前に恋人が死にました。 この前は、年金性で私に不治の病を宣告しました。 いくら長く生きてみても半年だというがあの、その半年を恋人もなく耐えない自信がありません。" 
“아···.”	"あ・・・。" 
-뭐?	-え? 
배후령이 인상을 구겼다.	ベフリョンが顔をしかめた。 
-이 좀비 자식이 무슨 개소리를 지껄이는 거야?	-このゾンビ子が何のたわごとをぬかすか。 
나는 무시했다. 그리고 눈앞의 관리인한테 계속 속삭였다.	私は無視した。 そして目の前の管理人にずっとささやいた。 
“그런데 제가 말단이긴 해도 헌터예요. 연금성에 입원해서 오늘 죽을까 내일 죽을까 기다리면서 인생을 끝내긴 싫어요. 죽을 때 죽더라도··· 마지막까지 꼭 몬스터한테 도전하고 싶네요.”	"ところで私が末端ではあるが、ハンターです。 年金性に入院して今日死ぬかな明日死ぬのではないか待って、人生を終わらせるのは嫌です。 死ぬ死ぬとしても・・・最後まで必ずモンスターに挑戦したいですね。" 
“그런 사연이···.”	"そんな話が・・・。" 
관리인은 내 얘기를 들으면서 서서히 딱한 표정을 지었다. 왜. 전혀 관계없는 타인의 불운한 비극을 들으면 사람들이 ‘아···’ 라며 짓는 표정 있잖은가. 그거!	管理人は私の話を聞きながら徐々に気の毒な表情を浮かべた。 なんで。 全く関係ない他人の不運な悲劇を聞くと人たちが'あ・・・'との表情のよういるはずだ。 それ! 
“여기 제가 투병하려고 모아둔 돈이요.”	"ここに私が闘病しために集めておいたお金です。" 
나는 돈주머니를 관리인한테 건넸다. 묵직했다. 주머니엔 일백 골드가 들어 있었다.	私は財布を管理人に渡した。 どっしりした。 ポケットには一白ゴールドが入っていた。 
“어차피 이제 쓸데도 없고··· 관리인님이 가지시죠.”	"どうせもう使い道もないし・・・管理人さんが持ってください。" 
“이, 이런 돈은 받을 수 없습니다!”	"この、このようなお金は受け取ることができません! " 
“어차피 사라질 거 세상에 남기는 거 없이 가뿐히 떠나고 싶어요. 관리인님. 내가 여기에 출입했다는 것도 기록하지 말아주십쇼. 제 헌터 인생 마지막 부탁입니다···.”	"どうせ消えるものこの世に残すことなく軽く発ちたいです。 管理人さん。 私がここに出入りしたということも記録しないでくださいませ。 私のハンター人生の最後の願いです・・・。" 
관리인의 표정이 무거워졌다. 거의 울먹일 것처럼 말이다. 아마 저 무거움에는 돈주머니의 무게도 쫌 얹혀 있겠지.	管理人の表情が重くなった。 ほとんど泣きそうな感じだ。 多分あの重さには財布の重さもちょっとかじっているだろう。 
“···알겠습니다. 가십시오. 저는 아무것도 보지 못했습니다···.”	"・・・わかりました。 行ってください。 私は何も見なかったんです・・・。" 
-얼씨구.	-よいよい。 
배후령이 어이없어했다.	ベフリョンがあっけないした。 
-야. 둘이서 영화 찍냐? 지금 어디서 몰래카메라 돌아가는 거 아니지?	-だよ。 二人で映画の撮影? 今どこで密かにカメラ帰るんじゃないよ? 
뭐라 하든 간에 관리인은 나를 통과시켜주었다.	何と言おうが、管理人は私を通過させてくれた。 
관리인과 헤어지고 발걸음을 옮겼다. 돌길. 10층 보스가 머무르는 곳은, 옛날 귀족가처럼 몹시 화려한 저택이었다. 그 저택으로 향하는 돌길을 걸었다.	管理人と別れて足を運んだ。 石高道。 10階のボスが泊まる所は、昔グィジョクカのように非常に華麗な邸宅だった。 その邸宅に向かう石高道をかけた。 
‘원래는 염제 유수하가 클리어한 10층.’	'元々は炎帝ユスハがクリアした10階。' 
내가 저택의 대문 앞에 섰다.	私が屋敷の門の前に立った。 
양손으로 천천히 문짝을 밀었다.	両手でゆっくり扉を押した。 
‘이번엔 다르다. 내가 염제를 대신해서··· 아니.’	'今回は違う。 私が炎帝に代わって・・・いや。' 
끼이이익.	キイ利益。 
경첩이 떨리면서 저택의 대문이 열렸다.	蝶番がどきどきしながら屋敷の門が開かれた。 
‘염제보다 더 화려한 전설을 써주마.’	'炎帝よりもっと派手な伝説を書いてやる。' 
나는 한발짝 앞으로 걸어갔다.	私は一歩先へ歩いて行った。 
그리고 시작되었다.	そして始まった。 
-까르르르르!	-大きくルル! 
사방에서 웃음소리가 들려왔다. 그것과 동시에 내가 열고 들어온 대문이 닫혔다. 쿠웅! 순식간에 주변이 어두워졌으며, 어두워진 저편에서 소름 끼치는 웃음소리들이 더 진해졌다.	四方から笑い声が聞こえてきた。 それと同時に私が開けて入ってきた表門が閉めた。 クウン! 瞬く間に周辺が暗くなっており、暗くなった向こうで身の毛のよだつ笑い声がもっと濃くなった。 
촛불이 하나씩 켜졌다.	ろうそくの火が一つずつついた。 
-놀아줄 거야?	話してくれる? 
이곳. 저곳. 아무도 건드리지 않았는데도 바닥에 눌어붙은 촛불들이 밝혀졌다. 촛불이 밝혀진 곳에는 어김없이 인형이 놓여 있었다. 어린아이들이 자주 갖고 놀 것 같은 아가씨 인형들.	ここ。 あそこ。 誰も触れなかったのに床に入り浸ったろうそくたちが明らかになった。 ロウソクが灯された場所には欠かさず人形が置かれていた。 子供たちがよく持って遊びそうなお嬢さん人形。 
-우리랑 놀아줄 거야?	-私たちと遊んでくれるの? 
인형들이 입을 벌렸다.	人形が口を広げた。 
-얼음땡? 무궁화꽃이 피었습니다? 숨바꼭질?	-氷もっけの幸いか。 ムクゲの花が咲きましたか。 鬼ごっこ。 
-얼음은 녹았어. 꽃은 다 찢어졌어. 숨바꼭질로 하자!	-氷は溶けた。 花は皆破れた。 鬼ごっこにしよう! 
-그러자! 우리랑 놀아줘! 숨바꼭질로 놀아줘!	-そんなと! 私たちと遊んでくれて! 鬼ごっこで遊んでくれて! 
-꺄르르르르!	-キャルルルル! 
내가 자세를 취했다.	私が姿勢を取った。 
“오냐. 놀아주마.”	"よし。 遊んでやる。" 
지난 일주일 동안 단련한 오러가 내 몸에서 피어올랐다.	先週一週間の間、鍛えた今年に行って私の体から立ち上った。 
그런 반응을 기다렸다는 듯, 머릿속에 목소리가 울렸다.	そのような反応を待っていたか、頭の中に声が響いた。 
